n.Name,m.Name
STK24,STRN3
STK24,PPP2R1A
STK24,MCC
STK24,HNRNPH3
STK24,G3BP2
STK24,DDX5
STK24,APOD
STK24,SLMAP
TRIP13,USP32
TRIP13,MAD2L1BP
TRIP13,CRMP1
TRIP13,PPP2CA
TRIP13,TEX37
TRIP13,LASP1
TRIP13,COMT
TRIP13,STAMBPL1
TRIP13,GPSM1
TRIP13,HDHD3
TRIP13,CYB5R2
TRIP13,TRIP13
TRIP13,ASB13
TRIP13,GPRIN2
TRIP13,C11orf54
TRIP13,DDAH2
TRIP13,ADAM15
TRIP13,LOXL4
TRIP13,DTX2
TRIP13,PARK2
TRIP13,SELENBP1
TRIP13,PLSCR4
TRIP13,GLYCTK
TRIP13,LNX1
TRIP13,RBPMS
TRIP13,CARD14
TRIP13,ZNF655
TRIP13,NME4
TRIP13,TLDC1
TRIP13,ARL11
TRIP13,PLK3
TRIP13,WDYHV1
TRIP13,PLSCR3
TRIP13,CPSF3L
TRIP13,KRTAP3-2
TRIP13,NIF3L1
TRIP13,GALT
TRIP13,PBLD
TRIP13,SEMA4G
TRIP13,SMUG1
TRIP13,SEC24A
TRIP13,SIGLEC5
TRIP13,PLAC8
TRIP13,CLN3
TRIP13,MEPCE
CEBPG,CEBPB
CEBPG,MLLT6
CEBPG,DDIT3
CEBPG,POLR2M
HGS,STAM
HGS,EPS15
HGS,HAP1
HGS,STAM2
HGS,SNX1
HGS,NF2
HGS,CLTC
HGS,SCAMP3
HGS,BSG
HGS,TIMMDC1
HGS,ATP2A2
HGS,ARL6IP1
HGS,APP
HGS,APLP2
HGS,HSPA8
HGS,MAP3K10
HGS,CASK
HGS,TJP2
HGS,SUN2
HGS,AHCYL1
HGS,BRINP3
HGS,VMP1
HGS,RHOBTB3
HGS,PPP1R16A
HGS,MARK4
HGS,GFAP
HGS,DCTN2
HGS,CRMP1
HGS,SCRN1
HGS,STXBP1
HGS,CBS
HGS,ACLY
HGS,UBA1
HGS,RSU1
HGS,PPP1R7
HGS,ILKAP
HGS,ESRRG
HGS,TUBB2A
HGS,LINC00265
HGS,SF3B3
HGS,ZNF302
HGS,UBC
HGS,DAZAP2
HGS,LURAP1
HGS,MED7
HGS,UBQLN1
HGS,EXOC8
HGS,MIF4GD
HGS,LDOC1
HGS,CCDC33
HGS,BEGAIN
HGS,EXOC7
HGS,USHBP1
HGS,EHMT2
HGS,GKAP1
HGS,TSG101
HGS,IL2RB
HGS,TUBB
HGS,GGA2
HGS,HNRNPDL
HGS,RPS3A
HGS,PLD3
HGS,PFKM
HGS,MTHFD1L
HGS,OSBPL5
HGS,DECR1
HGS,MAT2A
HGS,ATP1A1
HGS,TRAP1
HGS,MEST
HGS,TMCC2
HGS,PTCD3
HGS,PAK1
HGS,MAP3K7
HGS,NEDD4
HGS,LYST
HGS,APC
HGS,UBE2I
HGS,KRT18
HGS,TADA2A
HGS,NMI
HGS,KRT19
HGS,VPS37C
HGS,DLG4
HGS,EGFR
ZNF446,ZNF496
ZNF446,ZSCAN32
ZNF446,ZSCAN16
ZNF446,ZNF232
ZNF446,SUFU
ZNF446,DGCR6L
ZNF446,ZNF24
ZNF446,ZNF165
ZNF446,ZNF263
ZNF446,ZSCAN9
ZNF446,FHL5
ZNF446,ZNF397
KXD1,EXOC7
KXD1,EWSR1
KXD1,CEP19
KXD1,MCRS1
KXD1,TCEB3B
KXD1,NUDT18
KXD1,MAP1LC3B
KXD1,KRT81
KXD1,IFT20
KXD1,RABGEF1
KXD1,CEP170P1
KXD1,RNF183
KXD1,UTP6
KXD1,FXR2
KXD1,TPM3
KXD1,ZC4H2
KXD1,LMO3
KXD1,MOB1A
KXD1,ZBTB25
KXD1,STX11
KXD1,CCDC33
KXD1,ING5
KXD1,TPM1
KXD1,CEP63
KXD1,CCDC185
KXD1,LNX1
KXD1,NIF3L1
ATF4,EIF2A
ATF4,GTF2F2
ATF4,GTF2B
ATF4,TBP
ATF4,CREBBP
ATF4,JUN
ATF4,DISC1
ATF4,GABBR2
ATF4,GABBR1
ATF4,ATF3
ATF4,TRIB3
ATF4,CCDC106
ATF4,Cebpb
ATF4,LDOC1
ATF4,GPS2
ATF4,POLR2C
ATF4,TREX2
ATF4,TTR
ATF4,PTCD3
ATF4,GTF2A1L
ATF4,TRIM24
ATF4,ZNF226
ATF4,RELA
ATF4,EP300
ATF4,BTRC
SAT1,FAM86C1
SAT1,TSC22D4
SAT1,DNPEP
SAT1,TACO1
SAT1,LNX1
SAT1,SAT2
SAT1,RBM17
SAT1,FTSJ3
SAT1,TCF25
SAT1,ZHX1
SAT1,TUBB2A
SAT1,SETDB1
SAT1,PTN
SAT1,UTP14A
SAT1,KCNA4
SAT1,KAT7
SAT1,COPS6
SAT1,EPHB6
SAT1,APLP1
SAT1,MED31
SAT1,EEF1G
SAT1,TLE1
SAT1,RPLP1
SAT1,KIAA1377
SAT1,LRIF1
SAT1,TP53
SAT1,UNC119
SAT1,C14orf1
SAT1,KAT5
SAT1,HSPE1
SAT1,RBM48
SAT1,CRMP1
SAT1,ABCB8
SAT1,EVA1A
SAT1,SARAF
SAT1,NMRK2
SAT1,INO80C
SAT1,GBP2
SAT1,GDF9
SAT1,FUNDC2
SAT1,LUC7L2
SAT1,CCDC90B
SAT1,SEPHS1
SAT1,PLGRKT
SAT1,B4GALT3
SAT1,DGKZ
SAT1,CHD3
SAT1,GNB2L1
SAT1,HIF1A
SAT1,HOXB9
SAT1,HOXB6
SAT1,SAT1
MYL6,USP18
MYL6,USP46
MYL6,USP45
MYL6,MOB4
MYL6,DNAJB9
MYL6,NUDT21
MYL6,EWSR1
RIBC2,RPL18A
RIBC2,PJA1
RIBC2,MTUS2
RIBC2,BEGAIN
RIBC2,USHBP1
RIBC2,GTPBP3
RIBC2,TRIM23
RIBC2,CCDC85B
RIBC2,EFEMP2
RIBC2,TRAF2
RIBC2,JUP
RIBC2,TREX1
RIBC2,TEX11
RIBC2,TRIM37
RIBC2,AP2B1
RIBC2,VIM
RIBC2,HOOK2
RIBC2,NINL
RIBC2,NRBP1
RIBC2,RAD54B
RIBC2,KRT15
RIBC2,GFAP
MDFI,MYF5
MDFI,MYOD1
MDFI,MYOG
MDFI,SLC9A1
MDFI,SIX1
MDFI,CHIC2
MDFI,DKK1
MDFI,EBI3
MDFI,TMEM241
MDFI,ZNF426
MDFI,TYMSOS
MDFI,AKAP17A
MDFI,BAHD1
MDFI,FAM124B
MDFI,LRRN4
MDFI,KIAA0408
MDFI,CCDC116
MDFI,GPRIN2
MDFI,ZBTB24
MDFI,C10orf62
MDFI,FZD9
MDFI,AP5Z1
MDFI,AASDHPPT
MDFI,DDX19A
MDFI,ZBTB25
MDFI,IQUB
MDFI,RABL6
MDFI,PGLS
MDFI,TINAGL1
MDFI,DCAF8
MDFI,ZNF408
MDFI,ZNF136
MDFI,SFI1
MDFI,SPG7
MDFI,METTL17
MDFI,CATSPER1
MDFI,GLIDR
MDFI,WDYHV1
MDFI,ZNF439
MDFI,ZNF707
MDFI,CCDC120
MDFI,FBXW5
MDFI,RFX2
MDFI,MFSD3
MDFI,FASTK
MDFI,ZNF607
MDFI,THAP7
MDFI,LMO3
MDFI,BAALC
MDFI,ZNF440
MDFI,NPDC1
MDFI,ZNF646
MDFI,C6orf165
MDFI,PIDD1
MDFI,TRPV6
MDFI,FAM27E3
MDFI,PVRL2
MDFI,ATG12
MDFI,ZNF417
MDFI,CBX2
MDFI,ZNF764
MDFI,CCDC185
MDFI,CNNM3
MDFI,THEG
MDFI,ZNF581
MDFI,CPSF3L
MDFI,TAP1
MDFI,PHLDA1
MDFI,C8orf48
MDFI,CBFA2T2
MDFI,ZNF101
MDFI,DNPEP
MDFI,VPS72
MDFI,ZNF205
MDFI,ZNF559
MDFI,SERF2
MDFI,DHRS1
MDFI,ENKD1
MDFI,CCER1
MDFI,C19orf60
MDFI,ZNF679
MDFI,SLC35A2
MDFI,NR1H2
MDFI,TRAF3IP2
MDFI,PIN1
MDFI,OTX1
MDFI,GNAI2
MDFI,AQP1
MDFI,HOXA1
MDFI,HOXB9
MDFI,DUSP6
MDFI,LRCH4
MDFI,MCM5
MDFI,LASP1
MDFI,CRX
MDFI,EWSR1
MDFI,AQP5
MDFI,CRY1
MDFI,ILF3
MDFI,MDFI
PRKCI,GAPDH
PRKCI,PDPK1
PRKCI,PARD3
PRKCI,FRS2
PRKCI,USP21
PRKCI,MARK2
PRKCI,BAD
PRKCI,ADAP1
PRKCI,YWHAZ
PRKCI,RAB4A
PRKCI,SMG1
PRKCI,SQSTM1
PRKCI,PARD6A
PRKCI,GABARAPL1
PRKCI,GABARAPL2
PRKCI,MAP1LC3A
PRKCI,MAP1LC3B
RBPMS,RHOXF2
RBPMS,ZC3H10
RBPMS,FXR2
RBPMS,PDLIM4
RBPMS,CDC42EP1
RBPMS,FOXS1
RBPMS,LZTS2
RBPMS,TOLLIP
RBPMS,STRBP
RBPMS,DTX2
RBPMS,SMUG1
RBPMS,SF1
RBPMS,HOXA9
RBPMS,FASTK
RBPMS,PITX1
RBPMS,SERF2
RBPMS,LRRC41
RBPMS,CCNK
RBPMS,ZNF581
RBPMS,CDC23
RBPMS,GSE1
RBPMS,CCER1
RBPMS,TRIP13
RBPMS,GRAP2
RBPMS,RABL6
RBPMS,C1orf94
RBPMS,RBPMS
RBPMS,PHF1
RBPMS,ARHGEF39
RBPMS,EWSR1
RBPMS,POM121
RBPMS,CNNM3
RBPMS,DAZAP2
RBPMS,OTX1
RBPMS,ENKD1
RBPMS,RBFOX2
RBPMS,DVL2
RBPMS,HEYL
RBPMS,NEU4
RBPMS,HOXB9
RBPMS,TEX37
RBPMS,FAM103A1
RBPMS,PIN1
RBPMS,EYA2
RBPMS,ARHGAP9
NEK6,MYO1C
NEK6,PSMD2
NEK6,RUVBL2
NEK6,CDC37
NEK6,EML4
NEK6,KDELR1
NEK6,GCN1L1
NEK6,PCID2
NEK6,NEK9
NEK6,CCDC85B
NEK6,CCAR2
NEK6,IPO4
NEK6,USP9X
NEK6,EML3
NEK6,FANCI
NEK6,PTPLAD1
NEK6,XPO5
NEK6,NUP93
NEK6,SLC1A5
NEK6,DYNLL1
NEK6,EML2
NEK6,MCM7
NEK6,SMC3
NEK6,NEK7
NEK6,LRPPRC
NEK6,NECAB2
YWHAG,CDK16
YWHAG,SFN
YWHAG,KLC2
YWHAG,GBF1
YWHAG,CGN
YWHAG,RABEP1
YWHAG,DENND4A
YWHAG,RMDN3
YWHAG,SON
YWHAG,KIAA0930
YWHAG,HDAC4
YWHAG,KIF1C
YWHAG,RAF1
YWHAG,KIAA0408
YWHAG,CRTC2
YWHAG,SHCBP1
YWHAG,ARAF
YWHAG,RAI14
YWHAG,ERC1
YWHAG,SAMD4B
YWHAG,TJP2
YWHAG,PARD3
YWHAG,PAK4
YWHAG,MARK2
YWHAG,RABGEF1
YWHAG,PRPF4B
YWHAG,IRS2
YWHAG,BRAF
YWHAG,OSBPL3
YWHAG,EDC3
YWHAG,EPB41L3
YWHAG,KLC4
YWHAG,CLASP1
YWHAG,PPFIBP1
YWHAG,FRYL
YWHAG,MPRIP
YWHAG,KIF5B
YWHAG,SRRM2
YWHAG,PI4KB
YWHAG,LARP1
YWHAG,MLLT4
YWHAG,KLC1
YWHAG,KRT33B
YWHAG,KIF23
YWHAG,IGF1R
YWHAG,MDM4
YWHAG,PTPN3
YWHAG,TNFAIP3
YWHAG,TERF1
YWHAG,SSFA2
YWHAG,KRT18
YWHAG,MYH10
YWHAG,FAM65B
YWHAG,MPHOSPH9
YWHAG,CHAF1A
YWHAG,YWHAE
YWHAG,NEDD4L
YWHAG,SH3BP4
YWHAG,WWTR1
YWHAG,FAM53C
YWHAG,FAM13B
YWHAG,COPS5
YWHAG,SYNPO
YWHAG,NDEL1
YWHAG,CGNL1
YWHAG,CEP95
YWHAG,SYNPO2
YWHAG,SIMC1
YWHAG,MSL2
YWHAG,DDX27
YWHAG,CENPJ
YWHAG,CRTC3
YWHAG,WNK1
YWHAG,ANKHD1-EIF4EBP3
YWHAG,BAD
YWHAG,HIVEP2
YWHAG,EPB41L2
YWHAG,LUC7L2
YWHAG,KRT31
YWHAG,KRT85
YWHAG,MARK3
YWHAG,KIF5C
YWHAG,ANKS1A
YWHAG,SNRNP200
YWHAG,KLC3
YWHAG,RACGAP1
YWHAG,LBR
YWHAG,BAIAP2
YWHAG,DISC1
YWHAG,PRKCZ
YWHAG,MAP3K3
YWHAG,FOXO1
YWHAG,PRKCQ
YWHAG,PRKCG
YWHAG,PRKCD
YWHAG,PRKCA
YWHAG,PRKCB
YWHAG,PAK1
YWHAG,HDAC5
OTX1,KRTAP4-12
OTX1,MDFI
OTX1,RBPMS
OTX1,CHIC2
FXR2,CYFIP1
FXR2,FXR1
FXR2,FMR1
FXR2,PSME3
FXR2,RBPMS
FXR2,ZSCAN1
FXR2,RBMX
FXR2,LDOC1
FXR2,MBIP
FXR2,RPIA
FXR2,CCDC33
FXR2,TRIM29
FXR2,MCRS1
FXR2,ARL6IP1
FXR2,AMOTL2
FXR2,RTN4
FXR2,KIAA1217
FXR2,DPPA2
FXR2,NT5C2
FXR2,NECAB2
FXR2,KRT20
FXR2,SSSCA1
FXR2,RABAC1
FXR2,C10orf62
FXR2,GKAP1
FXR2,LCMT1
FXR2,PAICS
FXR2,CALCOCO2
FXR2,KCNRG
FXR2,ZNF451
FXR2,KXD1
FXR2,TSC22D4
FXR2,ZBTB8A
FXR2,RTN3
FXR2,KCTD4
FXR2,THAP1
FXR2,RALYL
FXR2,MEAF6
FXR2,CCDC85B
FXR2,OTUD4
FXR2,TRIM37
FXR2,TRAF2
FXR2,AP1M1
FXR2,PRKAA1
FXR2,EWSR1
FXR2,RBBP8
FXR2,SNAP23
FXR2,NONO
FXR2,TNNT1
FXR2,NCK2
FXR2,CBS
FXR2,FBP1
FXR2,FTH1
FXR2,HNRNPC
FXR2,MED7
FXR2,PCBD1
FXR2,AP2M1
FXR2,FXR2
GYG1,TRIM7
GYG1,GYG2
GYG1,POM121
GYG1,GYS1
GYG1,PRKAB2
GYG1,PRKAA2
GSTM3,GSTM3
GSTM3,MPG
PHKB,C20orf27
PHKB,HNRNPC
MVK,MVK
MVK,EWSR1
HMG20A,TESC
HMG20A,MAGOHB
HMG20A,HMG20A
HMG20A,CCNK
HMG20A,RBM7
HMG20A,DTNB
HMG20A,HPCAL1
HMG20A,GTF2A1L
EXOC7,EXOC4
EXOC7,GRIN2B
EXOC7,DLG3
EXOC7,RHOQ
EXOC7,AKTIP
EXOC7,KXD1
EXOC7,IFT20
EXOC7,ZC3H14
EXOC7,HGS
EXOC7,CCDC85B
EXOC7,RTN4IP1
EXOC7,PRPF19
EXOC7,USHBP1
NME5,DYDC1
NME5,DYDC2
DCAF8,GTPBP3
DCAF8,MDFI
DCAF8,DDB1
ARHGEF15,EPHA4
ARHGEF15,MOB4
ARHGEF15,C11orf49
ANXA11,PDCD6
ANXA11,ALG2
ANXA11,S100A6
ANXA11,ENO2
ANXA11,HNRNPH3
ANXA11,PLSCR1
AP1M1,SELP
AP1M1,AP1G1
AP1M1,KIF13A
AP1M1,AP1B1
AP1M1,VAMP4
AP1M1,FXR2
AP1M1,AP2B1
AP1M1,TIFA
AP1M1,ZBTB8A
AP1M1,MTF1
AP1M1,LDOC1
AP1M1,HNRNPC
AP1M1,DVL2
AP1M1,RUNDC3A
ZBTB43,ARRB1
ZBTB43,ZNF417
ZBTB43,MCM10
ZBTB43,TRAF2
ZBTB43,TCEB3B
ZBTB43,LMO3
ZBTB43,LNX1
LDOC1,AEBP2
LDOC1,FAM193B
LDOC1,POLL
LDOC1,ZNF408
LDOC1,ATF4
LDOC1,KRT15
LDOC1,FOSL1
LDOC1,FAM107A
LDOC1,LNX1
LDOC1,ABLIM1
LDOC1,IKZF5
LDOC1,ZNF250
LDOC1,HGS
LDOC1,FAM208B
LDOC1,KRT18
LDOC1,GNL3L
LDOC1,AATF
LDOC1,DPPA4
LDOC1,ZBTB16
LDOC1,NRIP1
LDOC1,AP1M1
LDOC1,SMARCD1
LDOC1,CCDC85B
LDOC1,FXR2
LDOC1,UTP14A
CLDN7,TJP1
CLDN7,RHOXF2
BAD,RPS6KA1
BAD,PRKACA
BAD,AKT1
BAD,RPS6KA5
BAD,BCL2
BAD,BCL2L1
BAD,YWHAZ
BAD,PRKCI
BAD,PIM2
BAD,SNCA
BAD,BCL2L2
BAD,YWHAE
BAD,YWHAQ
BAD,YWHAB
BAD,S100A10
BAD,YWHAH
BAD,MCL1
BAD,BCL2A1
BAD,SFN
BAD,EWSR1
BAD,YWHAG
HNRNPK,VAV1
HNRNPK,CSK
HNRNPK,CEBPB
HNRNPK,KHDRBS3
HNRNPK,KHDRBS2
HNRNPK,RBMX
HNRNPK,SORBS3
HNRNPK,QKI
HNRNPK,NCK2
HNRNPK,UBE2I
HNRNPK,MATR3
HNRNPK,RBM7
HNRNPK,RBM42
HNRNPK,NPDC1
HNRNPK,DIDO1
HNRNPK,RBM41
HNRNPK,CNNM3
HNRNPK,GRAP2
HNRNPK,PTBP1
HNRNPK,PCBP2
HNRNPK,HNRNPL
HNRNPK,DDX1
HNRNPK,PRMT1
HNRNPK,KHDRBS1
HNRNPK,HMGB1
HNRNPK,TCEA2
HNRNPK,MEPCE
HNRNPK,HNRNPH1
HNRNPK,HNRNPA1
HNRNPK,CDK9
HNRNPK,GRB2
HNRNPK,ITK
HNRNPK,HNRNPK
HOXA1,PKNOX1
HOXA1,PLSCR1
HOXA1,MDFI
HOXA1,KRTAP4-12
HOXA1,CHIC2
HOXA1,TRIP6
HOXA1,GRN
HOXA1,TRAPPC6A
HOXA1,EFEMP2
HOXA1,LPXN
HOXA1,KDM5B
RAD54B,RAD51
RAD54B,CCDC33
RAD54B,CD2BP2
RAD54B,DYRK2
RAD54B,MYO15B
RAD54B,ZNF580
RAD54B,CDC23
RAD54B,GORASP2
RAD54B,PSMA1
RAD54B,RAD54B
RAD54B,LNX1
RAD54B,TRAPPC6A
RAD54B,CSNK1E
RAD54B,RIBC2
RAD54B,UBE2I
RAD54B,TCEANC
USHBP1,USH1C
USHBP1,CEP63
USHBP1,CCNK
USHBP1,KRT15
USHBP1,HGS
USHBP1,C10orf10
USHBP1,PRC1
USHBP1,DYDC1
USHBP1,RIBC2
USHBP1,KLHL42
USHBP1,SERTAD3
USHBP1,NOC4L
USHBP1,BET1
USHBP1,EXOC8
USHBP1,MED28
USHBP1,KRT19
USHBP1,GPSM1
USHBP1,CCDC33
USHBP1,FAM107A
USHBP1,FBF1
USHBP1,SMARCD1
USHBP1,GCC1
USHBP1,COPS4
USHBP1,IL16
USHBP1,FATE1
USHBP1,CCDC120
USHBP1,EXOC7
USHBP1,FANCG
USHBP1,NDC80
USHBP1,KANSL1
USHBP1,USHBP1
USHBP1,TUBGCP4
USHBP1,ABLIM1
USHBP1,C1orf216
DVL2,MAP3K1
DVL2,AXIN1
DVL2,DAB2
DVL2,CTNNB1
DVL2,CSNK2A1
DVL2,ARRB1
DVL2,DPPA2
DVL2,POLI
DVL2,CCDC33
DVL2,MCRS1
DVL2,AP2M1
DVL2,USP5
DVL2,PCBD1
DVL2,ZNF165
DVL2,DVL2
DVL2,ZBTB8A
DVL2,CSNK1E
DVL2,SNIP1
DVL2,PRPF3
DVL2,BAHD1
DVL2,RNPS1
DVL2,CPSF7
DVL2,DDI1
DVL2,SNF8
DVL2,TIFA
DVL2,TCEB3B
DVL2,ARHGEF39
DVL2,ARR3
DVL2,U2AF2
DVL2,THAP1
DVL2,ZNF250
DVL2,RHOXF2
DVL2,OTULIN
DVL2,RBPMS
DVL2,ENKD1
DVL2,SORBS3
DVL2,AP1M1
DVL2,BAG3
DVL2,TP53
DVL2,ZNF263
DVL2,TRAF2
CTPS2,OTUD5
CTPS2,CTPS2
CTPS2,SPG21
BIRC2,DIABLO
BIRC2,CASP3
BIRC2,CASP7
BIRC2,TRAF2
BIRC2,TRAF1
BIRC2,BIRC2
BIRC2,BCL10
BIRC2,HTRA2
BIRC2,TNFRSF1A
BIRC2,RIPK1
BIRC2,RAF1
BIRC2,ADRM1
BIRC2,HSP90B1
BIRC2,XAF1
BIRC2,GSPT1
BIRC2,CASP8
BIRC2,RIPK2
BIRC2,CASP9
BIRC2,TNFSF14
BIRC2,JUP
BIRC2,MAGEA11
BIRC2,UBE2J1
BIRC2,XIAP
BIRC2,UBE2W
BIRC2,FBXO7
CCNK,CDK9
CCNK,POLR2A
CCNK,NECAB2
CCNK,USHBP1
CCNK,CCDC85B
CCNK,TSC22D4
CCNK,DVL3
CCNK,RBPMS
CCNK,CEP76
CCNK,KCNRG
CCNK,EFEMP2
CCNK,FKBP6
CCNK,RFX6
CCNK,STX11
CCNK,HMG20A
CCNK,RHOXF2
CCNK,KRTAP4-12
CCNK,CDK18
GADD45A,MAP3K4
GADD45A,CCNB1
GADD45A,Mapk14
GADD45A,CDKN1A
GADD45A,CDK1
GADD45A,PCNA
GADD45A,GADD45B
GADD45A,Ppard
GADD45A,Ppara
GADD45A,Pparg
GADD45A,RARA
GADD45A,RXRA
GADD45A,ESR1
GADD45A,GADD45GIP1
GADD45A,GADD45G
GADD45A,GADD45A
GADD45A,DCTN2
KRT6B,KRT19
KRT6B,KRT15
CPSF6,WWP1
CPSF6,GIN1
CPSF6,PLSCR1
CPSF6,RNPS1
CPSF6,KLHL12
CPSF6,ARMC7
CPSF6,EWSR1
CPSF6,NCK2
CPSF6,UBAC1
CPSF6,WWP2
CPSF6,NUDT21
CPSF6,CREBBP
CPSF6,PAPOLA
PRR13,RTN4
PRR13,KLHL12
PRR13,KRTAP4-12
PRR13,PPIA
PRR13,SDCBP2
PHF10,UNC119
PHF10,SETDB1
PHF10,UTP14A
PHF10,APLP1
PHF10,L3MBTL2
VSNL1,ACTB
VSNL1,DTX2
VSNL1,FAM131C
PHPT1,PPP1R16A
PHPT1,DNMT3L
MAGEA1,HLA-A
MAGEA1,MIEF1
MAGEA1,SH3GLB2
MAGEA1,TRIM31
MAGEA1,UQCRB
NOL3,SRSF9
NOL3,TNFRSF1A
NOL3,CASP8
NOL3,CFLAR
NOL3,FADD
NOL3,TRADD
NOL3,CASP2
NOL3,TNFRSF25
NOL3,FAS
NOL3,SIRPA
NOL3,NOL3
NOL3,PACSIN3
NOL3,PNKP
NOL3,NIF3L1
NOL3,VASP
NOL3,ETNK2
CUTC,SLC27A6
CUTC,ASCC2
CUTC,PIM2
CUTC,LNX1
CUTC,CUTC
CUTC,NADSYN1
CUTC,NUDT18
CUTC,NIF3L1
CUTC,SPG21
ZMYND19,PPP1R37
ZMYND19,KCTD13
ZMYND19,TNNT1
ZMYND19,HACL1
NUP62,KPNB1
NUP62,NXF2
NUP62,NFX1
NUP62,TRAF3
NUP62,HSF2
NUP62,RAE1
NUP62,G3BP2
NUP62,G3BP1
NUP62,IK
NUP62,KPNA1
NUP62,NUTF2
NUP62,XPO1
NUP62,DTNB
NUP62,XPO6
NUP62,NUP54
NUP62,CCDC53
NUP62,GORASP2
NUP62,THAP1
FBXW5,NLK
FBXW5,CUL4A
FBXW5,DDB1
FBXW5,TSC2
FBXW5,TSC1
FBXW5,WDR20
FBXW5,KRTAP4-12
FBXW5,MDFI
PHC2,MAPKAPK2
PHC2,MCM2
PHC2,RPL7
PHC2,AFG3L2
PHC2,BSDC1
PHC2,BMI1
PHC2,PHC1
PHC2,SCMH1
PHC2,FHL3
PHC2,MCRS1
PHC2,LMO3
PHC2,PHC2
PHC2,SFMBT1
PHC2,PCGF2
PHC2,CBX7
MLX,MXD4
MLX,MLXIP
MLX,MXD1
MLX,MLXIPL
MLX,MNT
MLX,MLX
MLX,GABARAPL2
PRC1,USHBP1
PRC1,TRIM37
PRC1,KRT20
PRC1,CCDC85B
PRTFDC1,FLAD1
PRTFDC1,NIF3L1
PRTFDC1,EWSR1
PRTFDC1,EEF2KMT
PRTFDC1,HPRT1
PRTFDC1,STAT5A
PRTFDC1,DTNB
NME1,TERF1
NME1,RRAD
NME1,TIAM1
NME1,RAC1
NME1,PRUNE
NME1,NME3
NME1,ITGB1
NME1,USP18
NME1,SET
NME1,NME1
NME1,AURKA
NME1,NME4
NME1,WDYHV1
NME1,POLR1C
NME1,GORASP2
PBX3,HOXB8
PBX3,HOXA9
PBX3,AGTRAP
PBX3,ZNHIT3
PIAS2,AR
PIAS2,NR3C1
PIAS2,PGR
PIAS2,ESR1
PIAS2,ESR2
PIAS2,GTF2IRD1
PIAS2,PARK7
PIAS2,AKT1
PIAS2,SIAH2
PIAS2,SIAH1
PIAS2,DNMT3A
PIAS2,SUMO1
PIAS2,STAT4
PIAS2,MYC
PIAS2,NAV2
PIAS2,UBE2I
PIAS2,MBD1
PIAS2,HUWE1
PIAS2,MITF
PIAS2,CDKN2A
PIAS2,TP53
PIAS2,GLUL
PIAS2,SREBF2
C19orf57,TRIM23
C19orf57,GPS2
C19orf57,RABL6
C19orf57,C19orf25
C19orf57,COPS4
C19orf57,AIMP2
C19orf57,RUNX1T1
C19orf57,EWSR1
C19orf57,VCL
C19orf57,C19orf57
C19orf57,IKBKG
KLHL12,RIT1
KLHL12,CUL3
KLHL12,MED28
KLHL12,NDC80
KLHL12,SNX20
KLHL12,KLHL12
KLHL12,PRR13
KLHL12,VTA1
KLHL12,CPSF6
KLHL12,BAG6
KLHL12,LNX1
KLHL12,KLHL2
KLHL12,COL8A1
KLHL12,DVL3
KLHL12,ARAF
2-Sep,7-Sep
2-Sep,6-Sep
2-Sep,9-Sep
2-Sep,ISG15
2-Sep,SNCA
2-Sep,CDC42EP5
2-Sep,DAZAP2
APPL1,AKT2
APPL1,DCC
APPL1,APPL2
APPL1,TRAF2
APPL1,RBBP7
APPL1,RBBP4
APPL1,HDAC1
APPL1,MTA2
APPL1,HDAC2
CRY1,CRY1
CRY1,PER2
CRY1,ARNTL
CRY1,PER1
CRY1,CBLB
CRY1,PLSCR1
CRY1,MDFI
CRY1,KRTAP4-12
CRY1,TRAF2
HOXB6,SAT1
HOXB6,PLSCR1
HOXB6,KRT15
HOXB6,TCEAL1
HOXB6,ALX4
HOXB6,TCF21
WDYHV1,HSD17B14
WDYHV1,XIAP
WDYHV1,NECAB2
WDYHV1,DCTPP1
WDYHV1,NME1
WDYHV1,BLOC1S6
WDYHV1,MDFI
WDYHV1,HPRT1
WDYHV1,CBFA2T2
WDYHV1,SFN
WDYHV1,JUP
WDYHV1,RPIA
WDYHV1,SMN1
WDYHV1,RBBP8
WDYHV1,TRIP13
WDYHV1,RABAC1
WDYHV1,PCBD1
RBM11,RHOXF2
FOXS1,RBPMS
FOXS1,BMI1
THAP7,CCDC85B
THAP7,SET
THAP7,LURAP1
THAP7,KRTAP4-12
THAP7,TRAF2
THAP7,MDFI
THAP7,EHMT2
THAP7,HCFC1
SLC25A6,STRN4
SLC25A6,KARS
SLC25A6,VIM
SLC25A6,FGFR3
SLC25A6,CHGB
SLC25A6,PRSS23
SLC25A6,KRTAP4-12
SLC25A6,PLSCR1
EYA2,SIX4
EYA2,GNAZ
EYA2,GNAI2
EYA2,SIX1
EYA2,DMRTB1
EYA2,RBPMS
NFIC,NFIB
NFIC,RFX1
NFIC,ZKSCAN7
NFIC,ZCCHC14
NFIC,TPD52L3
NFIC,LLPH
NFIC,TKTL2
ZNF250,GOLGA2
ZNF250,KRTAP4-12
ZNF250,DPPA2
ZNF250,CCDC85B
ZNF250,ZBTB8A
ZNF250,HOOK2
ZNF250,LDOC1
ZNF250,CEP44
ZNF250,HOOK1
ZNF250,BEGAIN
ZNF250,ZNF165
ZNF250,DVL2
ZNF250,TRIM23
ZNF250,NINL
CCNH,MCM7
CCNH,CDK7
CCNH,TP53
CCNH,FUBP1
CCNH,GTF2H1
